created_at,user_id_str,id_str,lang,location,description,full_text,user_screen_name,user_name,followers_count,normal_followers_count,fast_followers_count,favourites_count,friends_count,media_count,statuses_count,retweeted,retweet_count,favorited,favorite_count
Mon Dec 04 03:33:18 +0000 2017,913963129436033030,937525191273533441,en,,"Justin fields ROY, stocks and sneakers. Everything here is my dumbass opinion.",@4USAtoday @lupash7 @dtalley1952 Article is fake genius,bears_szn,Bears 17-0,8,8,0,948,31,567,1902,False,0,False,0
Sun Dec 03 20:15:42 +0000 2017,817930108732342274,937415066810503168,en,"Rhode Island, USA","John 3:3 Christian, Patriot, Providence RI, USNAVY Submarine Veteran, SSN700, TRUMP",AND SO IT BEGINS  -  BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/YusrkemyG3,WilliamNerbonne,William Nerbonne 🇺🇸🇮🇱,13603,13603,0,6237,13144,133,6881,False,1,False,0
Sun Dec 03 21:14:39 +0000 2017,23162382,937429898670600192,en,Ozarks. Missouri ,Happily married conservative Pentecostal woman. Serious about Jesus Educated Hillbilly. Find liberals to be extremely funny and often wicked,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/1WEIIpHv1n,starchaser57,🌹Star Chaser 🌼🇺🇸,1275,1275,0,9958,1368,4335,78134,False,0,False,0
Sun Dec 03 22:34:09 +0000 2017,1409084934,937449906352152576,en,,Deplorable member of The Silenced Majority.. #Trump2024 #2A #JoinTheNRA #MAGA  #Defendthe2nd #RedWaveRising,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/8aPd2LRUwI,ThePipeStore,Mr. Walker 🇺🇸,14352,14352,0,24383,15467,181,17408,False,0,False,0
Sun Dec 03 22:35:47 +0000 2017,2492877258,937450317142286336,en,,"I AM the Daughter of the King who is not moved by the world for my God is with me and goes before me.  I do not fear because I AM H I S.
*From Your Daughter*",BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/6Ls026UTaI,bronwyn1140,"Daughter of the King, (Worthy) Bronwyn",6165,6165,0,330997,6784,24959,338334,False,0,False,0
Sun Dec 03 22:40:52 +0000 2017,20093793,937451599320027136,en,,"Mark Fleming was the first TV adventurer with 17 years in syndication to 127 TV stations, CBS, NBC, and Travel Channel. Now retired but still very cool.",BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/y1fH3Q7faO #ma4t,movie1212,Movie 1212,16758,16758,0,1767,11882,10742,45890,False,0,False,0
Sun Dec 03 22:42:31 +0000 2017,2628604958,937452013939494912,en,,,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/nphwOnEjmK,michaelaw631,Michael Wilcox,88,88,0,21949,468,148,33728,False,0,False,0
Sun Dec 03 22:43:04 +0000 2017,2628604958,937452151227510784,en,,,@PaulVandenburgh BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/nphwOnEjmK,michaelaw631,Michael Wilcox,88,88,0,21949,468,148,33728,False,0,False,0
Sun Dec 03 22:46:55 +0000 2017,731394599952908288,937453119478423553,en,"Texas, USA","Constitutional Conservative. Retired GySgt./USMC. 100% Disabled Veteran. American by birth, Marine by the Grace of God.
I RT/FBAP
#KAG2020  #DAV #NRA #VFW #TVC",BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/4iuSCwbc7A,Nappers824,Baker3311,2759,2759,0,20630,2890,14189,49265,False,0,False,0
Mon Dec 04 02:34:16 +0000 2017,58471025,937510332439855110,en,TIME MACHINE⏱,I love my AMERICA! Pure blood!🇺🇸 ULTRA MAGA PATRIOT Constitutional conservative Yes I carry! DrainTheSwamp Pray for Israel🇸🇻 🇺🇸 Jesus Saves!,"@MrEdTrain @USAgaggy63 A friend said something that really hit me 
  ""We can't even enjoy Trump being our President."" Lovely First Lady, lovely family.
As usual, the Democrats destroy and suck the joy out of every facet of American life.#sybilsays #maga",stillcrazy50,StillCrazy50 - Don’t believe everything you hear!,2465,2465,0,9549,4966,323,4640,False,0,False,0
Mon Dec 04 02:35:27 +0000 2017,58471025,937510632647249921,en,TIME MACHINE⏱,I love my AMERICA! Pure blood!🇺🇸 ULTRA MAGA PATRIOT Constitutional conservative Yes I carry! DrainTheSwamp Pray for Israel🇸🇻 🇺🇸 Jesus Saves!,@MrEdTrain @USAgaggy63 I LOVE it I hope the rest of them follow suit #sybilsays #NFL,stillcrazy50,StillCrazy50 - Don’t believe everything you hear!,2465,2465,0,9549,4966,323,4640,False,0,False,1
Mon Dec 04 02:19:04 +0000 2017,3616289126,937506509491134466,en,#codeofvets,"Jim Kraft passed away yesterday, March 31, at 10:23 PM ~Goodbye, Dad.😔",@MrEdTrain Doesn't mean they're dead. Just means they can legally not pay their bills.,strikerwon,Jim Kraft,745,745,0,9179,849,105,13630,False,0,False,0
Mon Dec 04 02:33:50 +0000 2017,912332394706780161,937510227385057280,en,,Narsacist cut from a extinct fabric but still funny enjoying life #BossesLife 🤔,@MrEdTrain @mahrbeezer Great let all the teams go bankrupt I bet I don’t commit suicide if they do🤣 I didn’t work for any of them👏🏽,Dionjones20Dion,Dion,72,72,0,1609,326,27,1971,False,0,False,1
Mon Dec 04 02:40:27 +0000 2017,912332394706780161,937511888652398593,en,,Narsacist cut from a extinct fabric but still funny enjoying life #BossesLife 🤔,@MrEdTrain @mahrbeezer What will sports fans do now🤷🏾‍♂️watching teams of rich racist really will hurt those who don’t have anything else to do but that will give us more time to make more changes to their business as usual lifestyle 🤣,Dionjones20Dion,Dion,72,72,0,1609,326,27,1971,False,0,False,1
Mon Dec 04 03:29:03 +0000 2017,46529593,937524121583456256,en,,| ⚖️ | Blue Team | Network Security | DevOps | Black Twitter Detective,"@MrEdTrain @strikerwon Talent will always win out, money changes hands all the time...",KingTut2nd,nOeGo🏴,124,124,0,8696,756,29,3354,False,0,False,1
Sun Dec 03 23:58:36 +0000 2017,16386126,937471159246950401,en,Central Illinois,"Christian, Veteran, Conservative, Trumpian, Curator on over 225 subjects at https://t.co/qKpBVWmJ10",BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/JUQoyu011H,ronwagn,Ron Wagner,4026,4026,0,15150,5028,2377,183659,False,1,False,0
Mon Dec 04 00:09:16 +0000 2017,42834939,937473844813508609,en,Arizona,WH & weaponized DOJ are now full TOTALITARIAN! Dems' goal for power is silencing conservatives which = 1A + 2A + 4A evisceration. Followed by Dinesh D'Souza.,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/NOEQ6y0aDR #JacksonvilleJaguars #NFLkneelers #KarmaIsAnSOB,ChasD3,JUS' SAYIN' MAGA,37399,37399,0,12297,9161,204,51494,False,5,False,5
Mon Dec 04 00:12:57 +0000 2017,19546983,937474772300189696,en,usa,"I love painting,I love my dog and think all animals are part of a higher order and should be treated with respect. Free Thinker #MAGA #KAG🇺🇸",@ChasD3 Good! A little respect please😡,sissisissi212,Sissi,3171,3171,0,62346,4058,38,75825,False,0,False,0
Mon Dec 04 16:11:46 +0000 2017,103699321,937716063332130817,qme,904,Jesus died so you could post melodramatic status updates on the internet. (Mexican/American),@ChasD3 https://t.co/jPHnJ4GzxW,Salvadorxx98,_,2777,2777,0,5719,846,376,8348,False,0,False,0
Fri Dec 08 00:31:55 +0000 2017,115756422,938929097627127808,en,San Antonio Texas,"A Veteran Trumplican!! Parler: frankjanitzio, @patriotspartyus husband, grand father, father, Jesus lover, remodeling is my life.",@ChasD3 They should move to San Antonio @SanAntTXRR,fjrsatx,savedbyjesus,674,674,0,4823,4325,384,7174,False,0,False,0
Tue Dec 12 17:05:59 +0000 2017,802249746404560897,940628812391383040,en,,"Realist, sarcastic, sports fan! Purveyor of common sense.",@ChasD3 What a bunch of total BS! You should be ashamed of your self spreading this fake crap!,sports_lee1,Sportsfan,17,17,0,782,47,117,3099,False,0,False,0
Mon Dec 04 00:13:22 +0000 2017,795669076907593728,937474875861749760,en,"Cincinnati, OH",Retired & and a licensed Ham.,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs https://t.co/pfEfsVD8eY,Kurt_770A,Kurt Schank,424,424,0,11279,836,1690,5126,False,0,False,0
Mon Dec 04 00:58:59 +0000 2017,825762257434976256,937486353884958721,qme,United States,God 🙏 Family❤️ Country 🇺🇸 🐰 SDSU Jacks Fan 🏈,@RealMAGASteve #WINNING,get4208,The OG Red,21200,21200,0,130883,15996,10457,173508,False,3,False,6
Mon Dec 04 01:00:13 +0000 2017,821529131334664197,937486667245596672,en,Central louisiana and west tx,Government & Politics Government & Politics Humor Weird Cute Animals MAGA no DACA no illegal immigrants no refugee’s,@RealMAGASteve I hope the whole NFL goes belly up or move to another country and take the trashy sponsors with them,gdberry911,George Berry,11501,11501,0,1567,12301,70,65905,False,2,False,4
Mon Dec 04 01:07:09 +0000 2017,419652322,937488409303617537,en,,,@RealMAGASteve @RuthieRedSox Good!!!,IngmanDavid,David Ingman,2096,2096,0,13472,1180,49,44110,False,1,False,4
Mon Dec 04 01:01:48 +0000 2017,942773503,937487065285058561,en,Texas,Texas secessionist.  The answer to every problem is Jesus.  Believe America is headed to hell and Liberals are driving the bus.,@RealMAGASteve @Trumpfan1995 God Bless! I ❤️ our military,useralx1431,Rasputin’s Retarded Half Brother,826,826,0,116186,802,8034,137978,False,1,False,1
Mon Dec 04 01:56:31 +0000 2017,30005032,937500832328830976,en,"Largo, FL","Retired Webmaster, Author, Youtube content creator, KN4RBO #MAGA",@RealMAGASteve Now these rich athletes can be SJW's in the unemployment line.,yophotoman,John Brown,687,687,0,3794,575,40,2637,False,0,False,0
Mon Dec 04 02:00:33 +0000 2017,4184480599,937501847841116160,qme,,"Trump is our president, CNN is fake, Stand for the Flag, kneel when you https://t.co/MWkr9hzsuH the Wall ! I follow back patriots!",@RealMAGASteve @JanettePattison  https://t.co/yo3oj1rKva,supedave70360,David B,1760,1760,0,3418,2684,4045,76767,False,1,False,6
Mon Dec 04 02:09:48 +0000 2017,613762727,937504175767900160,en,"Texas, USA","Retired AC man, Father, Husband, Fav. Movie: Forbidden Planet, Trump. I support Military & Police, Texan for LIFE. Sunset HS '66' Oak Cliff, Dallas, Texas & Fl.",@RealMAGASteve @HyltonRobin Where will the players millions come from when no one watches.,cdaubitz,Charlie D.,6195,6195,0,11949,6346,12164,62204,False,1,False,3
Mon Dec 04 02:53:30 +0000 2017,792418821759913984,937515175837437952,en,"Washington, DC.","God,  Family, my Country -1st.  Const. Conservative.  Exposing  Govt./Media Corruption, Lies. Follow me/am shadow banned/ will follow back as able.   +",@RealMAGASteve Awesome!,patriotguard007,Rex,11393,11393,0,31544,12743,101,39631,False,1,False,3
Mon Dec 04 02:01:42 +0000 2017,14765574,937502137596203009,en,Behind a blade of grass,"Saved, USMC, MOLON LABE, Texas",@RealMAGASteve @GrizzleMeister Good,Falcore,@Falcore,1977,1977,0,12410,3714,2246,11130,False,0,False,0
Mon Dec 04 02:07:25 +0000 2017,718279599910686724,937503575806267392,en,Jerusalem,"פעילים זכו בזכויות להט""ב+ בבתי המשפט בישראל מכיוון שישראל היא אומה של חוקים, חופשית ודמוקרטית. זכויות אדם והגדרה עצמית לכולם.","@RealMAGASteve It's an April Fools joke, but one can dream. =D",h7n33n,🇺🇦 ISRAEL BACKS #LGBTQ+ 🇮🇱🏳️‍🌈,6475,6475,0,189871,3959,10352,181216,False,1,False,1
Mon Dec 04 02:13:15 +0000 2017,1924953404,937505043980455936,en,"Asheville,N.C. ",Love GOD.,"@RealMAGASteve @Jali_Cat  good. Let them all fall. That money could be used for more important things than those ungrateful, smug children.",victorialancas,Victoria 😀,60,60,0,4822,80,1,2452,False,0,False,0
Mon Dec 04 03:22:21 +0000 2017,822162540406784000,937522436186169344,en,Yhdysvallat,no more tweeting,"@RealMAGASteve @americandream09 Yes,Yes,Yes “Good News “ # Boycotting NFL and sponsors # Good work # Patriots # Trump-Pence 👍❤️🇺🇸# MAGA# Respect # military # veterans # past,present and future # defending # sacrifice # our freedom # stand for the flag 👼🇺🇸kneel for the cross ✝️# love our president....",broemmeling2,shelf life over due,707,707,0,6627,656,14,6255,False,1,False,2
Mon Dec 04 03:30:04 +0000 2017,822162540406784000,937524376068435968,en,Yhdysvallat,no more tweeting,@RealMAGASteve @americandream09 Donald J. Trump # best president ever # my Christmas present 🎁🎄❤️🦅🤝🙋‍♂️🙋‍♀️@RealMAGASteve and americandream09  🇺🇸🦅🤝🐘🇺🇸,broemmeling2,shelf life over due,707,707,0,6627,656,14,6255,False,1,False,3
Mon Dec 04 03:32:02 +0000 2017,817810205966798852,937524873311719424,en,"Texas, USA","Love Jesus, family, guns, Veterans, USA, Trump & Yorkies. Learning to deal with left stupidity. Politically correct is trespass on my free speech. I don't PC.",@RealMAGASteve @americandream09 Awesome military. We love u !...watch NFL WHORES fall..investors are loosing big bucks..,timothy_havard,Huckleberry,3940,3940,0,5154,4435,67,12824,False,5,False,8
Mon Dec 04 02:21:37 +0000 2017,910868959922151424,937507151567839232,en,living in South America,"Conservative in politics and religion. God, family, and country. Proud and Patriotic American. Believer in freedom and liberty. I follow back.",@RealMAGASteve @SkiPow7 Why the team owners allow this is beyond me.,Real_jhwood,John Wood,23,23,0,1431,103,9,2034,False,0,False,2
Mon Dec 04 02:23:49 +0000 2017,4788193763,937507706189033472,en,USA,"Government , Puppies, Woodworking","@RealMAGASteve Great news, hope it’s just the beginning",Bobjarso1,RJ#1,1514,1514,0,15461,1462,203,35139,False,0,False,1
Mon Dec 04 02:42:41 +0000 2017,22217443,937512452152967169,en,"Midwest (NE,IA,KS)","When a well-packaged web of lies has been sold gradually to the masses over generations, the truth will seem utterly preposterous&its speaker a raving lunatic.",@RealMAGASteve They should NOT of choosen re-organization.. What assets does the team really have? This will be interesting to watch...,cat_1012000,Alice 🇺🇸✝️,12799,12799,0,8654,2297,5609,363625,False,0,False,1
Mon Dec 04 03:14:26 +0000 2017,828012520526864384,937520442914439168,en,"nevada,utah,oklahoma","Married, retired pilot from military and airlines. Religious conservative, member of Republican Party, NRA, hunter and traveler.",@RealMAGASteve @1deplorabledad Raghead owner been funneling 💲💲to terrorists.,HeyJuvat,Hey Hey Juvat,684,684,0,26422,317,5,61569,False,0,False,0
Mon Dec 04 03:20:18 +0000 2017,869584484416446464,937521918990630912,en,https://aclj.org/,#Christian #Husband #Father #Veteran #Conservative #Constitutionalist  #ProLife #ProIsrael #BackTheBlue #BuildTheWall #DefundPlannedParenthood #DrainTheSwamp,@RealMAGASteve Sounds like another fake news website. No credible links or sources to back up what they say about the Jaguars. Wish it was true though.,NEWYORKMETS2021,LGM 🇺🇸 🇮🇱 ✝️ ✡️ ⛪,15753,15753,0,46327,10241,23,23872,False,0,False,1
Mon Dec 04 02:28:26 +0000 2017,2864959692,937508865616248832,en,,"conservative and Trump supporter. I am a non genius; genius, or a non political pundant; pundant.
tail end of the baby boomers. A veteran",@RealMAGASteve @LindaSchoenherr Love it keep up the good work America maybe they might wake up and respect America again other NFL teams wake up the same is on your heels,RumbaughRobert,Robert Rumbaugh,208,208,0,7472,413,122,18574,False,0,False,0
Mon Dec 04 02:51:10 +0000 2017,1365681103,937514589402648576,en,"Newport, RI","America First and Always!! Patriots, Red Sox, Bruins, Celtics . Wake up America 🇺🇸🇺🇸","@RealMAGASteve Oh this can’t be, Colin K. Is SI person of the year!! What a travesty!",richholland4,Richie-Rich,3325,3325,0,111414,2678,24292,154179,False,0,False,0
Mon Dec 04 02:56:17 +0000 2017,873262873140748288,937515877121122304,en,Aurora MO ,Hard working Grandmother. I have been on the Trump Train since day one. No DM's. #MAGA 🇺🇸,@RealMAGASteve @kwilli1046 I hope they all go bankrupt!,Pgunn64,❌Patriot64❌,6179,6179,0,285936,6784,105,58152,False,0,False,0
Mon Dec 04 02:56:23 +0000 2017,2924728231,937515901791940609,en,"Clanton, AL","As For Me And My House, We Will Serve The Lord!",@RealMAGASteve Good! Now we need  a lot more to file bankruptcy. A lot of them Rich boys might end up working at McDonald's. Lol,mikehand71,Mike Hand,251,251,0,12449,914,124,9307,False,0,False,0
Mon Dec 04 04:27:59 +0000 2017,792192732504743936,937538952369668096,en,,,"@RealMAGASteve That can blame only them shelves!  Why would Americans spend their hard earn $$ money on a bunch Communist anti American punks who are criminals! Wake up NFL ,  the American people are not as stupid as you played them to be. Go live with G. Soros, I'm sure he can set y'all up.",MarieFran10,Marie Fran,167,167,0,17926,191,30,22772,False,1,False,1
Mon Dec 04 05:25:18 +0000 2017,23263297,937553374421176320,en,"Virginia, USA",Retired 31 yrs Dept of Army; Proud Nana; #MAGA I ❤️ POTUS45 🇺🇸 #BackTheBlue #ProLife #VoterID  @DixieinPink on TRUTH,@RealMAGASteve Please be true,busylizzie48,🌸Dixie In Pink🌸,19226,19226,0,125638,15484,15502,219442,False,0,False,2
Mon Dec 04 09:07:55 +0000 2017,814467541062008832,937609398788218880,qme,"Gunters Mountain, Alabama ","Retired disabled Cop, 5 yrs SWAT, 2 sons USMC, 1 son Army. Czechoslovakian 🩸, Married 36 yrs to 1 woman. God, 40 acres, guns, bible, 4X4, Wolf-Hybrid, NRA.",@RealMAGASteve @tomarmstrongusa  https://t.co/m8lvMIVc5l,BamaReb56,BamaReb,3325,3325,0,161925,2649,8395,169738,False,1,False,4
Mon Dec 04 02:57:30 +0000 2017,297518760,937516182613225472,en,,,@RealMAGASteve @kwilli1046 May the 🌊 continue!!!,JevansTN,John Evans,238,238,0,30826,169,7,14631,False,0,False,0
Mon Dec 04 02:58:16 +0000 2017,50073878,937516376251437057,en,,"#WalkAway  Advocate for Truth! Animal lover/protector. Fighting to get our country back! Retired LEO, Vet daughter.",@RealMAGASteve Let the consequences of disrespect for our nation roll!,Petalblush,Petalblush,1344,1344,0,17392,1619,306,25102,False,0,False,0
Mon Dec 04 03:11:11 +0000 2017,3300704317,937519624718917632,en,"Nevada, USA","#USMC#MAGA#2A#TRUMPTRAIN #TAPS4EVA RETIRED USMC MUSTANG CAPT, VIETNAM VETERAN 65-66, NRA life member, ELK PER",@RealMAGASteve @kwilli1046 Good,oldmarine65,DonD,5997,5997,0,42716,6672,17,61965,False,0,False,0
Mon Dec 04 03:54:31 +0000 2017,846506547261984774,937530530098184194,en,"Georgia, USA",Some poor https://t.co/bqf3aDhOss for a living.Gamer.,@RealMAGASteve I want the entire league to FOLD!,William71075463,William White,92,92,0,10368,196,1,5083,False,0,False,0
Mon Dec 04 04:30:14 +0000 2017,846210447544008705,937539520332947456,en,,#🚫HOOKUPS   #♥️VETS,@RealMAGASteve Its Working Fellow Patriots !,Laurarode2,Laura Rode,6520,6520,0,47515,6884,4652,58046,False,0,False,0
Mon Dec 04 04:31:39 +0000 2017,846210447544008705,937539876798337025,et,,#🚫HOOKUPS   #♥️VETS,@RealMAGASteve KARMA !!,Laurarode2,Laura Rode,6520,6520,0,47515,6884,4652,58046,False,0,False,0
Mon Dec 04 04:37:04 +0000 2017,108428368,937541238550614016,qme,,,@RealMAGASteve  https://t.co/bcfVLLLBBn,MightyGiving,Bob Rainey,309,309,0,22750,919,543,26361,False,0,False,0
Mon Dec 04 04:40:37 +0000 2017,935951050909024259,937542130779770880,en,"Missouri, USA",,@RealMAGASteve @garyintn Serves the kneeling players right of what they are doing!!!!!,rockytopblizard,Wills Nixon,400,400,0,84971,451,1138,7300,False,0,False,0
Mon Dec 04 04:42:01 +0000 2017,822643909343973378,937542485559119873,en,,,"@RealMAGASteve First Down! #FireGoodell @NFL , #BoycottNFL , #CutPublicFunding @realDonaldTrump , and #CutTheCord TV viewers!",MsSwis,Trump Won,256,256,0,30707,264,4040,56994,False,0,False,0
Mon Dec 04 11:18:20 +0000 2017,1146800784,937642222048174080,en,Earth,"Insightful Analyst, MultiDiscipline Scientist, Problem Solver, Pub'd Author/Journalist, Health&Nutri Researcher, Inventor, PATRIOT
https://t.co/1lSGon851D","@RealMAGASteve @RodStryker WHAT WAS ONCE ""CHA-CHING!"" IS NOW ""KABOOM!"".
LET'S KEEP THIS UP, UNTIL ALL PLAYERS ARE FORCED TO HAVE AN AMERICAN FLAG AND A PICTURE OF DONALD TRUMP TATOOED ONTO THEIR FOREHEADS.",paras_sal,The.Solutionist,633,633,0,16060,692,480,27342,False,1,False,2
Mon Dec 04 11:58:35 +0000 2017,67461516,937652350545727488,en,Deplorable State,"🇺🇸flying, proud American. Suppor✝️ The Constitution. Not PC.  #MAGA #OneNationUnderGod #BacktheBlue  #TermLimit #BuildTheWall 
#LGB #FJB","@RealMAGASteve @Edwardlwoods I find this story worth questioning. 
Khan has lots of $$$$$",KblairTrump,1776 MAGA Karen,6987,6987,0,92025,6900,2437,60206,False,1,False,1
Mon Dec 04 12:04:56 +0000 2017,4840654073,937653945832439808,en,East Coast,love pear 🍐 jellybeans and beach 🏖 time. old movies. all about eve. the falcon. whatever happened to baby jane.,@RealMAGASteve Players don’t realize when @NFL teams declare bankruptcy their contracts and big paychecks are null &amp; void.,051985pearjelly,PearJellyBeanLover,9303,9303,0,57665,10462,13885,149822,False,1,False,1
Mon Dec 04 04:45:09 +0000 2017,274419333,937543273463275521,en,"SFV, SoCal, CA","Ex ProRodeo Cowboy, Biker, Patriot, Musician. I like motorcycles, classic cars, cold beer, fine cigars, old scotch, scary black rifles #2A & the US Constitution",@RealMAGASteve @big_carsonrocks @NFL It won’t be the last you unpatriotic mother fuckers! https://t.co/POBu1WxjME,CigarCowboy,Cowboy Biker Patriot 🇺🇸,1261,1261,0,20390,1838,5268,13709,False,0,False,0
Mon Dec 04 05:01:56 +0000 2017,920849553334599681,937547495147794432,en,In The USA ,I'm an American/American. I believe this Country belongs to the CITIZENS of the USA. I'm not a Radical thinker. My family just since the 40's gave 37yrs Service,"@RealMAGASteve CONTINUE THE BOYCOTTING ! UNTIL GOODELL IS FIRED AND KNEELERS are FIRED and NOT REHIRED ANYWHERE. BOYCOTT All NFL SPONSORS AND ADVERTISERS AND THEIR PRODUCTS. MAKE KAEPERNICK PAY FOR THE DESTRUCTION OF THE NFL. KEEP BOYCOTTING. BOYCOTT THE SUPERBOWL!!!  ""FAN POWER""",SHELDOG3,SHELDOG,67,67,0,104,47,3,12865,False,0,False,0
Mon Dec 04 05:02:27 +0000 2017,603200246,937547625322205184,en,,Jags 🐆 | Gators 🐊 | Braves 🪓 | Magic 💫 | Film addict 🎬,@RealMAGASteve Hate to tell all you idiots but this is false!,KyleKnows_94,Kyle Evans,197,197,0,6252,520,806,14408,False,0,False,1
Mon Dec 04 05:19:03 +0000 2017,422018628,937551804434472960,en,"Texas, USA",Evil prevails when people are silent Vote Republican to keep America safe strong and Great Again 🇺🇸 🇨🇱,@RealMAGASteve @JudgeJeanine @LouDobbs @marklevinshow @BreitbartNews @House_Insider @IngrahamAngle @POTUS  First of many NFL bankruptcies 🤠Patriots must continue Boycott All NFL teams until NFL Closes All franchise doors🤬 NFL Criminal Thugs need to find other work🤬,VETERAN_UP,veteran,1167,1167,0,87538,1431,6,20486,False,0,False,1
Mon Dec 04 05:48:15 +0000 2017,914235919577710592,937559150745100288,en,"Tucson, AZ","Christian Conservative - Pro Life, Animal Rights Issues",@RealMAGASteve @GloriaBudde Yay yay yay - glad to hear it!!!!!!,Liberated30,Barbara Vorel,57,57,0,7206,42,27,1586,False,0,False,0
Mon Dec 04 05:56:45 +0000 2017,908512869293096961,937561292159807489,en,United States,"A Native American (Comanche) conservative , GOD, country and family. Viet-vet, Constitutionalist, MAGA 3%, 🇺🇸 ✝️ ⚔️",@RealMAGASteve One down more to go,ConspicuosC,Conspicuos Conservative,1294,1294,0,1382,1614,251,6900,False,0,False,1
Mon Dec 04 06:22:55 +0000 2017,17685692,937567876642492417,en,,Conservative# MAGA# Trump supporter# Jimmy Kimmel sucks,@RealMAGASteve @ForHisGlory52 Good for their azzes!,lakecomo77,lakecomo77,860,860,0,98725,1638,5501,42265,False,0,False,0
